Animal,Symptom 2,Temperature,Symptom 3,Age,Symptom 1,Disease
sheep,loss of appetite,100.8,painless lumps,8.0,depression,pneumonia
sheep,blisters on gums,102.6,lameness,8.0,loss of appetite,foot and mouth
cow,lameness,100.6,loss of appetite,1.0,sores on tongue,foot and mouth
sheep,sweats,101.3,shortness of breath,6.0,fatigue,anthrax
goat,loss of appetite,102.7,depression,7.0,painless lumps,lumpy virus
cow,loss of appetite,102.4,difficulty walking,5.0,blisters on hooves,foot and mouth
goat,crackling sound,100.3,depression,2.0,difficulty walking,blackleg
cow,depression,102.8,loss of appetite,14.0,painless lumps,pneumonia
goat,difficulty walking,102.8,swelling in limb,10.0,depression,blackleg
cow,sores on tongue,102.8,loss of appetite,7.0,lameness,foot and mouth
goat,blisters on tongue,103.2,lameness,10.0,loss of appetite,foot and mouth
goat,loss of appetite,100.8,painless lumps,3.0,depression,lumpy virus
buffalo,fatigue,102.6,chest discomfort,9.0,swelling in neck,anthrax
buffalo,depression,100.1,crackling sound,7.0,swelling in limb,blackleg
buffalo,loss of appetite,104.8,depression,13.0,painless lumps,pneumonia
sheep,depression,100.0,loss of appetite,6.0,painless lumps,pneumonia
cow,depression,101.4,swelling in limb,4.0,lameness,blackleg
buffalo,blisters on hooves,102.2,loss of appetite,15.0,difficulty walking,foot and mouth
sheep,chills,102.2,sweats,6.0,swelling in extremities,anthrax
goat,depression,104.4,loss of appetite,4.0,painless lumps,lumpy virus
cow,fatigue,100.4,sweats,13.0,chest discomfort,anthrax
goat,painless lumps,103.6,loss of appetite,9.0,depression,lumpy virus
sheep,blisters on tongue,102.7,loss of appetite,8.0,difficulty walking,foot and mouth
buffalo,swelling in neck,103.9,fatigue,1.0,sweats,anthrax
sheep,depression,104.9,loss of appetite,2.0,painless lumps,lumpy virus
goat,depression,101.6,loss of appetite,7.0,painless lumps,pneumonia
sheep,fatigue,100.2,sweats,3.0,chills,anthrax
sheep,loss of appetite,103.8,crackling sound,2.0,swelling in limb,blackleg
sheep,lameness,104.0,loss of appetite,5.0,blisters on mouth,foot and mouth
cow,loss of appetite,101.1,depression,15.0,painless lumps,lumpy virus
goat,sweats,102.9,chills,4.0,swelling in neck,anthrax
cow,depression,103.8,painless lumps,4.0,loss of appetite,pneumonia
sheep,swelling in abdomen,100.8,chills,9.0,sweats,anthrax
sheep,swelling in limb,103.7,depression,8.0,loss of appetite,blackleg
buffalo,loss of appetite,100.5,depression,9.0,painless lumps,pneumonia
buffalo,depression,104.6,loss of appetite,7.0,painless lumps,pneumonia
sheep,lameness,103.2,sores on tongue,7.0,loss of appetite,foot and mouth
goat,swelling in extremities,100.1,shortness of breath,3.0,fatigue,anthrax
buffalo,depression,102.5,painless lumps,2.0,loss of appetite,pneumonia
goat,loss of appetite,102.6,depression,4.0,painless lumps,pneumonia
buffalo,shortness of breath,100.0,fatigue,8.0,swelling in extremities,anthrax
buffalo,loss of appetite,100.3,lameness,3.0,sores on mouth,foot and mouth
cow,loss of appetite,101.1,lameness,2.0,blisters on gums,foot and mouth
cow,swelling in extremities,101.6,shortness of breath,11.0,sweats,anthrax
cow,depression,104.0,difficulty walking,9.0,loss of appetite,blackleg
sheep,difficulty walking,102.3,loss of appetite,7.0,depression,blackleg
cow,sores on hooves,100.0,loss of appetite,4.0,lameness,foot and mouth
goat,depression,102.4,swelling in muscle,7.0,lameness,blackleg
sheep,depression,103.2,painless lumps,2.0,loss of appetite,pneumonia
goat,swelling in abdomen,100.6,shortness of breath,6.0,fatigue,anthrax
sheep,crackling sound,104.1,swelling in limb,9.0,loss of appetite,blackleg
goat,lameness,101.7,loss of appetite,6.0,blisters on gums,foot and mouth
goat,chills,104.6,fatigue,8.0,sweats,anthrax
goat,depression,101.9,loss of appetite,2.0,painless lumps,lumpy virus
buffalo,chills,100.5,fatigue,7.0,sweats,anthrax
buffalo,swelling in neck,102.5,chest discomfort,1.0,chills,anthrax
buffalo,difficulty walking,102.2,blisters on gums,13.0,loss of appetite,foot and mouth
goat,swelling in extremities,101.2,sweats,5.0,fatigue,anthrax
sheep,painless lumps,101.9,loss of appetite,7.0,depression,pneumonia
buffalo,loss of appetite,100.7,depression,11.0,painless lumps,lumpy virus
sheep,sores on hooves,102.0,loss of appetite,4.0,difficulty walking,foot and mouth
goat,depression,101.3,painless lumps,8.0,loss of appetite,pneumonia
goat,loss of appetite,100.1,sores on mouth,4.0,lameness,foot and mouth
goat,lameness,104.0,loss of appetite,6.0,sores on hooves,foot and mouth
buffalo,depression,102.3,loss of appetite,15.0,painless lumps,pneumonia
sheep,loss of appetite,102.8,depression,5.0,painless lumps,lumpy virus
buffalo,loss of appetite,104.7,depression,1.0,painless lumps,pneumonia
buffalo,depression,104.4,loss of appetite,4.0,painless lumps,lumpy virus
buffalo,blisters on tongue,104.0,lameness,3.0,loss of appetite,foot and mouth
buffalo,sores on tongue,103.2,loss of appetite,8.0,lameness,foot and mouth
cow,sores on gums,102.3,difficulty walking,8.0,loss of appetite,foot and mouth
cow,sores on gums,100.4,loss of appetite,13.0,lameness,foot and mouth
buffalo,blisters on mouth,100.9,lameness,5.0,loss of appetite,foot and mouth
goat,loss of appetite,104.9,painless lumps,6.0,depression,lumpy virus
sheep,chills,102.5,fatigue,9.0,swelling in abdomen,anthrax
cow,lameness,101.0,loss of appetite,6.0,blisters on gums,foot and mouth
goat,loss of appetite,103.3,depression,9.0,painless lumps,lumpy virus
buffalo,sores on gums,102.1,loss of appetite,8.0,lameness,foot and mouth
sheep,sores on hooves,101.9,difficulty walking,1.0,loss of appetite,foot and mouth
buffalo,lameness,100.0,blisters on hooves,7.0,loss of appetite,foot and mouth
sheep,depression,104.5,loss of appetite,7.0,painless lumps,lumpy virus
cow,painless lumps,104.6,loss of appetite,9.0,depression,lumpy virus
buffalo,blisters on tongue,103.0,lameness,4.0,loss of appetite,foot and mouth
goat,lameness,101.8,loss of appetite,9.0,blisters on tongue,foot and mouth
cow,loss of appetite,102.4,lameness,1.0,blisters on mouth,foot and mouth
buffalo,crackling sound,102.2,loss of appetite,10.0,swelling in muscle,blackleg
goat,lameness,102.4,loss of appetite,1.0,blisters on hooves,foot and mouth
goat,swelling in muscle,102.6,difficulty walking,7.0,depression,blackleg
sheep,loss of appetite,100.1,lameness,7.0,sores on tongue,foot and mouth
buffalo,lameness,100.3,crackling sound,5.0,loss of appetite,blackleg
cow,lameness,100.2,sores on gums,7.0,loss of appetite,foot and mouth
buffalo,chest discomfort,104.5,sweats,14.0,chills,anthrax
sheep,depression,104.0,loss of appetite,6.0,painless lumps,lumpy virus
cow,fatigue,103.3,chest discomfort,9.0,shortness of breath,anthrax
cow,painless lumps,103.2,depression,13.0,loss of appetite,lumpy virus
goat,difficulty walking,100.5,loss of appetite,8.0,blisters on gums,foot and mouth
goat,painless lumps,104.3,loss of appetite,8.0,depression,lumpy virus
goat,chills,100.6,chest discomfort,6.0,shortness of breath,anthrax
buffalo,painless lumps,103.9,loss of appetite,3.0,depression,pneumonia
sheep,painless lumps,103.0,loss of appetite,4.0,depression,lumpy virus
sheep,loss of appetite,104.2,depression,10.0,swelling in muscle,blackleg
cow,blisters on mouth,100.9,loss of appetite,15.0,lameness,foot and mouth
goat,depression,102.3,loss of appetite,2.0,swelling in limb,blackleg
buffalo,swelling in extremities,101.9,shortness of breath,2.0,chills,anthrax
cow,swelling in limb,102.6,depression,15.0,crackling sound,blackleg
sheep,loss of appetite,103.6,painless lumps,9.0,depression,pneumonia
buffalo,painless lumps,103.2,depression,15.0,loss of appetite,lumpy virus
cow,difficulty walking,101.9,loss of appetite,7.0,sores on tongue,foot and mouth
sheep,depression,100.8,painless lumps,4.0,loss of appetite,pneumonia
goat,sores on gums,100.6,lameness,10.0,loss of appetite,foot and mouth
buffalo,loss of appetite,102.6,blisters on gums,12.0,difficulty walking,foot and mouth
goat,chills,102.0,swelling in extremities,5.0,shortness of breath,anthrax
cow,swelling in extremities,104.0,shortness of breath,8.0,sweats,anthrax
cow,crackling sound,102.0,swelling in limb,8.0,loss of appetite,blackleg
goat,loss of appetite,104.8,depression,2.0,painless lumps,lumpy virus
buffalo,loss of appetite,102.1,lameness,8.0,blisters on mouth,foot and mouth
cow,loss of appetite,100.3,crackling sound,11.0,swelling in limb,blackleg
sheep,depression,100.6,loss of appetite,10.0,painless lumps,pneumonia
buffalo,depression,100.9,painless lumps,10.0,loss of appetite,pneumonia
goat,shortness of breath,104.4,swelling in neck,3.0,fatigue,anthrax
cow,loss of appetite,101.6,difficulty walking,14.0,sores on tongue,foot and mouth
goat,chills,101.9,sweats,9.0,shortness of breath,anthrax
goat,depression,104.9,loss of appetite,3.0,painless lumps,lumpy virus
cow,difficulty walking,103.5,sores on hooves,11.0,loss of appetite,foot and mouth
cow,loss of appetite,102.8,difficulty walking,5.0,sores on hooves,foot and mouth
buffalo,painless lumps,104.3,depression,7.0,loss of appetite,lumpy virus
buffalo,sweats,101.5,shortness of breath,1.0,chest discomfort,anthrax
buffalo,depression,101.9,loss of appetite,2.0,painless lumps,pneumonia
buffalo,loss of appetite,104.9,depression,6.0,painless lumps,pneumonia
buffalo,fatigue,102.1,chest discomfort,9.0,shortness of breath,anthrax
buffalo,sweats,102.6,chills,9.0,chest discomfort,anthrax
cow,chills,103.8,chest discomfort,5.0,shortness of breath,anthrax
sheep,sweats,101.9,shortness of breath,10.0,chest discomfort,anthrax
sheep,swelling in abdomen,102.8,chest discomfort,4.0,sweats,anthrax
goat,sweats,101.4,chest discomfort,2.0,shortness of breath,anthrax
sheep,sores on tongue,104.4,loss of appetite,7.0,lameness,foot and mouth
sheep,chills,102.5,fatigue,7.0,shortness of breath,anthrax
cow,painless lumps,102.2,depression,8.0,loss of appetite,lumpy virus
goat,depression,101.4,loss of appetite,8.0,painless lumps,pneumonia
buffalo,blisters on tongue,104.2,loss of appetite,7.0,difficulty walking,foot and mouth
buffalo,loss of appetite,103.6,sores on mouth,5.0,lameness,foot and mouth
buffalo,loss of appetite,102.7,lameness,10.0,sores on gums,foot and mouth
cow,loss of appetite,103.2,lameness,15.0,sores on mouth,foot and mouth
goat,crackling sound,103.9,swelling in muscle,5.0,loss of appetite,blackleg
cow,difficulty walking,100.6,depression,10.0,crackling sound,blackleg
cow,painless lumps,100.7,depression,12.0,loss of appetite,pneumonia
cow,chest discomfort,105.0,sweats,13.0,fatigue,anthrax
buffalo,blisters on gums,104.8,loss of appetite,2.0,lameness,foot and mouth
sheep,loss of appetite,102.9,painless lumps,4.0,depression,pneumonia
sheep,painless lumps,100.2,loss of appetite,8.0,depression,pneumonia
goat,sweats,104.5,chest discomfort,7.0,chills,anthrax
sheep,chills,100.6,swelling in abdomen,6.0,fatigue,anthrax
goat,painless lumps,103.3,depression,8.0,loss of appetite,pneumonia
cow,depression,100.5,painless lumps,7.0,loss of appetite,pneumonia
goat,loss of appetite,101.1,painless lumps,5.0,depression,pneumonia
sheep,crackling sound,100.0,swelling in limb,8.0,depression,blackleg
cow,swelling in extremities,102.7,chest discomfort,3.0,sweats,anthrax
buffalo,fatigue,104.8,chest discomfort,2.0,sweats,anthrax
cow,swelling in limb,102.7,depression,12.0,crackling sound,blackleg
goat,painless lumps,101.8,loss of appetite,7.0,depression,pneumonia
cow,loss of appetite,100.1,sores on hooves,7.0,difficulty walking,foot and mouth
sheep,sores on gums,103.9,lameness,2.0,loss of appetite,foot and mouth
sheep,sores on hooves,103.4,loss of appetite,10.0,lameness,foot and mouth
sheep,difficulty walking,102.1,blisters on mouth,3.0,loss of appetite,foot and mouth
cow,chills,100.3,shortness of breath,15.0,chest discomfort,anthrax
cow,depression,102.9,painless lumps,2.0,loss of appetite,pneumonia
sheep,loss of appetite,100.6,painless lumps,2.0,depression,lumpy virus
sheep,shortness of breath,100.3,fatigue,1.0,swelling in extremities,anthrax
goat,chills,100.9,fatigue,6.0,chest discomfort,anthrax
goat,crackling sound,102.1,swelling in muscle,1.0,depression,blackleg
buffalo,painless lumps,104.2,depression,14.0,loss of appetite,pneumonia
sheep,loss of appetite,102.8,lameness,10.0,blisters on gums,foot and mouth
cow,shortness of breath,102.2,chills,5.0,sweats,anthrax
sheep,difficulty walking,102.5,loss of appetite,10.0,sores on mouth,foot and mouth
buffalo,painless lumps,103.9,depression,6.0,loss of appetite,lumpy virus
sheep,difficulty walking,103.6,loss of appetite,8.0,blisters on gums,foot and mouth
buffalo,swelling in abdomen,100.1,chills,9.0,fatigue,anthrax
cow,loss of appetite,103.2,sores on tongue,9.0,difficulty walking,foot and mouth
buffalo,fatigue,101.2,sweats,1.0,chest discomfort,anthrax
sheep,loss of appetite,103.0,depression,4.0,painless lumps,lumpy virus
cow,shortness of breath,103.1,swelling in extremities,12.0,sweats,anthrax
sheep,lameness,100.6,depression,3.0,crackling sound,blackleg
buffalo,painless lumps,101.8,loss of appetite,8.0,depression,lumpy virus
sheep,loss of appetite,101.7,depression,2.0,painless lumps,pneumonia
goat,loss of appetite,102.6,sores on gums,6.0,lameness,foot and mouth
sheep,swelling in limb,104.8,difficulty walking,7.0,crackling sound,blackleg
sheep,difficulty walking,102.4,sores on mouth,1.0,loss of appetite,foot and mouth
goat,crackling sound,103.8,loss of appetite,1.0,depression,blackleg
sheep,lameness,100.9,blisters on hooves,7.0,loss of appetite,foot and mouth
buffalo,depression,102.0,loss of appetite,15.0,swelling in muscle,blackleg
cow,swelling in limb,100.1,crackling sound,11.0,depression,blackleg
cow,loss of appetite,101.3,depression,12.0,crackling sound,blackleg
sheep,loss of appetite,102.4,painless lumps,3.0,depression,lumpy virus
cow,fatigue,103.9,sweats,1.0,swelling in abdomen,anthrax
goat,lameness,104.4,swelling in limb,3.0,depression,blackleg
cow,depression,100.1,painless lumps,5.0,loss of appetite,pneumonia
sheep,swelling in extremities,103.2,sweats,9.0,chest discomfort,anthrax
cow,loss of appetite,101.4,lameness,15.0,blisters on mouth,foot and mouth
goat,sweats,103.2,fatigue,10.0,shortness of breath,anthrax
goat,chest discomfort,100.5,fatigue,4.0,chills,anthrax
sheep,loss of appetite,103.9,depression,4.0,painless lumps,lumpy virus
goat,lameness,101.5,blisters on hooves,6.0,loss of appetite,foot and mouth
goat,loss of appetite,103.9,difficulty walking,7.0,crackling sound,blackleg
goat,loss of appetite,100.8,sores on hooves,6.0,difficulty walking,foot and mouth
cow,chest discomfort,105.0,shortness of breath,12.0,swelling in neck,anthrax
goat,depression,102.6,loss of appetite,10.0,painless lumps,lumpy virus
goat,difficulty walking,103.0,swelling in limb,9.0,crackling sound,blackleg
sheep,loss of appetite,101.3,difficulty walking,10.0,crackling sound,blackleg
cow,shortness of breath,100.5,swelling in extremities,12.0,fatigue,anthrax
sheep,depression,101.2,painless lumps,1.0,loss of appetite,lumpy virus
goat,fatigue,100.3,shortness of breath,5.0,sweats,anthrax
sheep,crackling sound,104.8,swelling in muscle,9.0,loss of appetite,blackleg
buffalo,depression,100.2,loss of appetite,8.0,painless lumps,pneumonia
goat,swelling in neck,100.3,chills,10.0,shortness of breath,anthrax
buffalo,painless lumps,101.5,loss of appetite,2.0,depression,lumpy virus
sheep,swelling in limb,101.0,depression,3.0,loss of appetite,blackleg
sheep,sores on hooves,102.2,loss of appetite,8.0,lameness,foot and mouth
sheep,loss of appetite,103.4,difficulty walking,7.0,sores on gums,foot and mouth
buffalo,crackling sound,103.2,loss of appetite,4.0,depression,blackleg
goat,shortness of breath,100.1,chest discomfort,9.0,chills,anthrax
sheep,swelling in neck,103.6,fatigue,9.0,chest discomfort,anthrax
sheep,depression,102.6,painless lumps,8.0,loss of appetite,lumpy virus
buffalo,difficulty walking,104.7,blisters on tongue,6.0,loss of appetite,foot and mouth
cow,difficulty walking,100.1,loss of appetite,10.0,swelling in limb,blackleg
goat,lameness,102.2,depression,3.0,crackling sound,blackleg
goat,chills,102.3,chest discomfort,5.0,swelling in abdomen,anthrax
goat,difficulty walking,101.6,loss of appetite,6.0,blisters on mouth,foot and mouth
cow,sores on mouth,100.3,difficulty walking,8.0,loss of appetite,foot and mouth
sheep,difficulty walking,103.6,crackling sound,2.0,depression,blackleg
cow,lameness,102.1,depression,3.0,swelling in limb,blackleg
buffalo,painless lumps,102.1,loss of appetite,11.0,depression,pneumonia
buffalo,difficulty walking,100.3,blisters on mouth,10.0,loss of appetite,foot and mouth
cow,painless lumps,101.7,depression,11.0,loss of appetite,pneumonia
goat,painless lumps,103.4,loss of appetite,3.0,depression,pneumonia
goat,lameness,102.1,loss of appetite,9.0,sores on tongue,foot and mouth
buffalo,chest discomfort,101.0,sweats,1.0,chills,anthrax
sheep,loss of appetite,102.5,blisters on mouth,4.0,lameness,foot and mouth
goat,fatigue,100.9,swelling in extremities,10.0,chills,anthrax
sheep,loss of appetite,101.6,sores on hooves,6.0,lameness,foot and mouth
buffalo,fatigue,100.7,sweats,10.0,chest discomfort,anthrax
buffalo,loss of appetite,104.3,difficulty walking,4.0,sores on mouth,foot and mouth
cow,lameness,102.5,blisters on hooves,2.0,loss of appetite,foot and mouth
goat,loss of appetite,104.7,depression,5.0,painless lumps,pneumonia
sheep,crackling sound,103.1,loss of appetite,1.0,difficulty walking,blackleg
goat,depression,100.0,swelling in limb,6.0,loss of appetite,blackleg
buffalo,loss of appetite,102.0,depression,9.0,painless lumps,lumpy virus
buffalo,depression,100.7,lameness,4.0,swelling in muscle,blackleg
cow,lameness,104.7,depression,6.0,crackling sound,blackleg
goat,sores on tongue,102.3,difficulty walking,7.0,loss of appetite,foot and mouth
sheep,difficulty walking,101.3,sores on gums,9.0,loss of appetite,foot and mouth
buffalo,shortness of breath,100.3,chest discomfort,11.0,swelling in neck,anthrax
sheep,depression,103.0,loss of appetite,1.0,painless lumps,pneumonia
goat,depression,101.2,loss of appetite,6.0,painless lumps,pneumonia
cow,shortness of breath,100.8,chest discomfort,15.0,fatigue,anthrax
sheep,sores on tongue,103.1,loss of appetite,5.0,difficulty walking,foot and mouth
buffalo,sores on gums,100.8,lameness,9.0,loss of appetite,foot and mouth
buffalo,difficulty walking,102.5,loss of appetite,7.0,sores on hooves,foot and mouth
sheep,chills,100.1,shortness of breath,2.0,chest discomfort,anthrax
buffalo,depression,100.1,lameness,14.0,swelling in muscle,blackleg
sheep,depression,102.7,painless lumps,7.0,loss of appetite,pneumonia
cow,loss of appetite,102.7,lameness,10.0,sores on mouth,foot and mouth
sheep,painless lumps,102.3,loss of appetite,1.0,depression,lumpy virus
buffalo,lameness,103.9,loss of appetite,4.0,depression,blackleg
goat,swelling in muscle,101.4,depression,2.0,loss of appetite,blackleg
goat,lameness,103.0,crackling sound,2.0,depression,blackleg
buffalo,loss of appetite,102.7,depression,6.0,crackling sound,blackleg
cow,painless lumps,104.9,depression,15.0,loss of appetite,lumpy virus
goat,loss of appetite,100.8,painless lumps,8.0,depression,pneumonia
goat,loss of appetite,100.8,lameness,3.0,crackling sound,blackleg
buffalo,blisters on hooves,101.1,loss of appetite,15.0,lameness,foot and mouth
cow,chest discomfort,104.3,swelling in abdomen,8.0,fatigue,anthrax
buffalo,depression,103.0,lameness,9.0,loss of appetite,blackleg
buffalo,sores on tongue,104.1,loss of appetite,2.0,difficulty walking,foot and mouth
cow,loss of appetite,102.0,painless lumps,5.0,depression,lumpy virus
buffalo,loss of appetite,100.0,painless lumps,6.0,depression,lumpy virus
goat,loss of appetite,101.9,blisters on gums,7.0,difficulty walking,foot and mouth
cow,loss of appetite,101.0,depression,5.0,crackling sound,blackleg
sheep,lameness,100.9,loss of appetite,7.0,blisters on gums,foot and mouth
buffalo,sores on mouth,100.4,loss of appetite,14.0,difficulty walking,foot and mouth
buffalo,loss of appetite,101.6,depression,10.0,painless lumps,lumpy virus
sheep,chills,102.7,shortness of breath,7.0,fatigue,anthrax
goat,painless lumps,103.6,depression,10.0,loss of appetite,pneumonia
cow,painless lumps,102.4,loss of appetite,15.0,depression,lumpy virus
sheep,chest discomfort,101.2,chills,6.0,shortness of breath,anthrax
buffalo,loss of appetite,100.6,depression,9.0,difficulty walking,blackleg
cow,blisters on gums,102.9,difficulty walking,2.0,loss of appetite,foot and mouth
cow,sores on tongue,102.3,difficulty walking,14.0,loss of appetite,foot and mouth
buffalo,sweats,102.6,swelling in abdomen,13.0,fatigue,anthrax
buffalo,chest discomfort,103.7,swelling in extremities,5.0,fatigue,anthrax
buffalo,chills,101.1,fatigue,9.0,chest discomfort,anthrax
cow,loss of appetite,100.3,depression,3.0,swelling in muscle,blackleg
sheep,sores on mouth,100.7,lameness,5.0,loss of appetite,foot and mouth
buffalo,loss of appetite,103.9,painless lumps,6.0,depression,pneumonia
cow,chest discomfort,102.6,sweats,14.0,fatigue,anthrax
sheep,loss of appetite,104.0,painless lumps,10.0,depression,lumpy virus
goat,crackling sound,101.9,difficulty walking,4.0,depression,blackleg
cow,shortness of breath,101.6,fatigue,3.0,chest discomfort,anthrax
sheep,crackling sound,104.1,swelling in muscle,3.0,loss of appetite,blackleg
buffalo,loss of appetite,103.2,depression,3.0,painless lumps,lumpy virus
buffalo,depression,104.4,crackling sound,15.0,swelling in muscle,blackleg
goat,depression,100.9,painless lumps,5.0,loss of appetite,lumpy virus
buffalo,painless lumps,100.4,depression,6.0,loss of appetite,pneumonia
cow,swelling in muscle,102.9,lameness,4.0,loss of appetite,blackleg
sheep,depression,102.2,painless lumps,9.0,loss of appetite,lumpy virus
goat,swelling in limb,101.7,loss of appetite,3.0,crackling sound,blackleg
sheep,loss of appetite,100.3,painless lumps,9.0,depression,lumpy virus
buffalo,painless lumps,101.2,depression,15.0,loss of appetite,lumpy virus
sheep,swelling in abdomen,101.8,sweats,9.0,shortness of breath,anthrax
cow,loss of appetite,104.5,painless lumps,15.0,depression,pneumonia
buffalo,shortness of breath,101.2,fatigue,9.0,chest discomfort,anthrax
cow,swelling in neck,100.9,shortness of breath,3.0,fatigue,anthrax
buffalo,depression,101.5,lameness,11.0,crackling sound,blackleg
buffalo,painless lumps,103.6,loss of appetite,8.0,depression,pneumonia
buffalo,chills,104.8,swelling in abdomen,1.0,chest discomfort,anthrax
goat,depression,104.0,swelling in limb,1.0,crackling sound,blackleg
sheep,chills,101.4,fatigue,8.0,swelling in neck,anthrax
buffalo,depression,103.4,loss of appetite,8.0,painless lumps,pneumonia
buffalo,sweats,104.7,swelling in neck,7.0,fatigue,anthrax
sheep,loss of appetite,101.1,difficulty walking,7.0,blisters on hooves,foot and mouth
buffalo,loss of appetite,100.9,difficulty walking,13.0,swelling in limb,blackleg
cow,depression,101.3,painless lumps,14.0,loss of appetite,pneumonia
cow,chest discomfort,100.7,shortness of breath,3.0,swelling in abdomen,anthrax
buffalo,difficulty walking,100.6,blisters on gums,10.0,loss of appetite,foot and mouth
goat,painless lumps,101.1,loss of appetite,5.0,depression,pneumonia
cow,loss of appetite,102.9,blisters on hooves,9.0,lameness,foot and mouth
cow,painless lumps,101.1,depression,6.0,loss of appetite,pneumonia
sheep,painless lumps,104.4,depression,5.0,loss of appetite,lumpy virus
buffalo,loss of appetite,100.9,painless lumps,15.0,depression,pneumonia
cow,difficulty walking,101.1,crackling sound,1.0,loss of appetite,blackleg
buffalo,swelling in abdomen,101.1,chills,8.0,fatigue,anthrax
goat,crackling sound,103.9,swelling in limb,2.0,loss of appetite,blackleg
sheep,painless lumps,102.4,loss of appetite,3.0,depression,pneumonia
sheep,shortness of breath,104.2,fatigue,4.0,chills,anthrax
sheep,loss of appetite,101.7,crackling sound,7.0,difficulty walking,blackleg
buffalo,difficulty walking,101.4,sores on gums,15.0,loss of appetite,foot and mouth
cow,crackling sound,101.6,lameness,6.0,depression,blackleg
sheep,depression,102.1,loss of appetite,2.0,painless lumps,lumpy virus
buffalo,depression,101.5,loss of appetite,4.0,painless lumps,pneumonia
goat,loss of appetite,101.5,swelling in limb,4.0,depression,blackleg
goat,painless lumps,102.7,depression,5.0,loss of appetite,lumpy virus
sheep,painless lumps,100.9,depression,3.0,loss of appetite,pneumonia
buffalo,lameness,102.1,sores on mouth,12.0,loss of appetite,foot and mouth
cow,chest discomfort,103.0,shortness of breath,12.0,swelling in neck,anthrax
goat,difficulty walking,102.0,loss of appetite,8.0,depression,blackleg
buffalo,sores on tongue,100.8,difficulty walking,6.0,loss of appetite,foot and mouth
sheep,shortness of breath,100.1,chest discomfort,9.0,sweats,anthrax
goat,swelling in extremities,102.1,sweats,5.0,fatigue,anthrax
cow,shortness of breath,101.0,fatigue,12.0,chest discomfort,anthrax
goat,crackling sound,101.0,depression,3.0,swelling in muscle,blackleg
goat,sweats,100.9,swelling in abdomen,8.0,fatigue,anthrax
buffalo,sweats,104.1,chills,10.0,fatigue,anthrax
goat,swelling in muscle,104.9,depression,1.0,loss of appetite,blackleg
goat,loss of appetite,102.8,sores on tongue,6.0,difficulty walking,foot and mouth
sheep,painless lumps,103.1,loss of appetite,3.0,depression,pneumonia
buffalo,swelling in muscle,101.7,difficulty walking,12.0,crackling sound,blackleg
goat,loss of appetite,100.8,painless lumps,8.0,depression,lumpy virus
buffalo,depression,102.5,painless lumps,3.0,loss of appetite,pneumonia
goat,loss of appetite,102.2,blisters on tongue,7.0,lameness,foot and mouth
buffalo,fatigue,102.2,sweats,2.0,swelling in extremities,anthrax
sheep,lameness,104.9,sores on hooves,8.0,loss of appetite,foot and mouth
cow,swelling in limb,100.2,depression,9.0,loss of appetite,blackleg
goat,loss of appetite,100.4,sores on hooves,9.0,lameness,foot and mouth
cow,fatigue,101.1,swelling in extremities,8.0,chest discomfort,anthrax
sheep,swelling in abdomen,102.1,shortness of breath,5.0,chest discomfort,anthrax
sheep,fatigue,102.5,shortness of breath,3.0,swelling in abdomen,anthrax
sheep,depression,104.2,loss of appetite,2.0,lameness,blackleg
buffalo,depression,104.4,loss of appetite,3.0,painless lumps,pneumonia
buffalo,chest discomfort,102.6,swelling in neck,8.0,chills,anthrax
sheep,fatigue,101.5,shortness of breath,4.0,chest discomfort,anthrax
buffalo,shortness of breath,104.5,chest discomfort,10.0,chills,anthrax
buffalo,lameness,102.6,depression,4.0,loss of appetite,blackleg
cow,depression,102.5,loss of appetite,15.0,painless lumps,pneumonia
sheep,sweats,103.4,chest discomfort,4.0,shortness of breath,anthrax
sheep,swelling in muscle,101.4,depression,8.0,loss of appetite,blackleg
buffalo,fatigue,103.4,sweats,6.0,shortness of breath,anthrax
goat,sweats,101.3,fatigue,7.0,shortness of breath,anthrax
sheep,swelling in abdomen,101.5,fatigue,1.0,sweats,anthrax
buffalo,depression,103.3,swelling in muscle,7.0,loss of appetite,blackleg
goat,fatigue,101.1,chills,9.0,chest discomfort,anthrax
goat,loss of appetite,101.7,painless lumps,1.0,depression,pneumonia
buffalo,sweats,103.4,swelling in extremities,5.0,chest discomfort,anthrax
cow,depression,102.9,loss of appetite,2.0,painless lumps,pneumonia
goat,swelling in abdomen,102.7,chills,6.0,shortness of breath,anthrax
sheep,depression,101.8,loss of appetite,1.0,painless lumps,lumpy virus
buffalo,loss of appetite,100.3,depression,8.0,crackling sound,blackleg
goat,sores on hooves,100.8,loss of appetite,3.0,difficulty walking,foot and mouth
buffalo,loss of appetite,103.6,depression,12.0,painless lumps,lumpy virus
goat,sores on gums,104.2,loss of appetite,9.0,difficulty walking,foot and mouth
sheep,blisters on tongue,100.6,difficulty walking,1.0,loss of appetite,foot and mouth
goat,loss of appetite,102.0,crackling sound,6.0,lameness,blackleg
buffalo,painless lumps,100.9,depression,11.0,loss of appetite,lumpy virus
buffalo,depression,100.2,painless lumps,15.0,loss of appetite,lumpy virus
sheep,fatigue,104.2,chest discomfort,2.0,swelling in abdomen,anthrax
cow,sores on gums,102.4,difficulty walking,7.0,loss of appetite,foot and mouth
cow,swelling in limb,102.2,lameness,1.0,crackling sound,blackleg
goat,fatigue,104.6,swelling in abdomen,1.0,chest discomfort,anthrax
